NI-Update,FRCUpdateSuite_2017.2.0.zip,http://ftp.ni.com/support/softlib/first/frc/FileAttachments/FRCUpdateSuite_2017.2.0.zip,4b773561c66cd3e4fb06315d6e570884,true
NI-LabVIEW,NI_FRC2017.zip,http://ftp.ni.com/support/softlib/labview/labview_frc/NI_FRC2017.zip,6f3d492145ddb84527ed493690020ed9,true
C++Toolchain,FRC-2017-Windows-Toolchain-4.9.3.msi,http://first.wpi.edu/FRC/roborio/toolchains/FRC-2017-Windows-Toolchain-4.9.3.msi,48d500157900ec7532e417e118880a8d,false
CTRE-Libraries,CTRE Toolsuite v4.4.1.12.zip,http://www.ctr-electronics.com/downloads/installers/CTRE%20Toolsuite%20v4.4.1.12.zip,e29adad28add73220792b0c919bffbb4,true
EclipseJava,eclipse-java-neon-3-win32.zip,http://mirror.csclub.uwaterloo.ca/eclipse/technology/epp/downloads/release/neon/3/eclipse-java-neon-3-win32.zip,19b522a7377287e73680f3445104ee04,true
EclipseC++,eclipse-cpp-neon-3-win32.zip,http://mirror.csclub.uwaterloo.ca/eclipse/technology/epp/downloads/release/neon/3/eclipse-cpp-neon-3-win32.zip,e34aff9f625c1e2e8e9fa1104034bf1d,true
