EclipseJava,eclipse-java-oxygen-2-win32.zip,http://mirror.csclub.uwaterloo.ca/eclipse/technology/epp/downloads/release/oxygen/2/eclipse-java-oxygen-2-win32.zip,e7661f45ebd097d4b6b7ad18d5f08799,true
EclipseC++,eclipse-cpp-oxygen-2-win32.zip,http://mirror.csclub.uwaterloo.ca/eclipse/technology/epp/downloads/release/oxygen/2/eclipse-cpp-oxygen-2-win32.zip,f6dca87d054379c63e76ed160b7efaf6,true
